case_id,faa_ors,faa_asn,usgs_pr_id,eia_id,t_state,t_county,t_fips,p_name,p_year,p_tnum,p_cap,t_manu,t_model,t_cap,t_hh,t_rd,t_rsa,t_ttlh,retrofit,retrofit_year,t_conf_atr,t_conf_loc,t_img_date,t_img_srce,xlong,ylat
3034125,27-021080,2010-WTE-10526-OE,29346,57375,MN,Meeker County,27093,"Adams Wind Generations, LLC",2011,12,19.8,Alstom,ECO 86,1670,80,85.5,5741.46,122.8,0,NA,3,3,2/8/2019,Digital Globe,-94.729294,44.912594
3034126,27-021262,2010-WTE-10527-OE,27560,57375,MN,Meeker County,27093,"Adams Wind Generations, LLC",2011,12,19.8,Alstom,ECO 86,1670,80,85.5,5741.46,122.8,0,NA,3,3,2/8/2019,Digital Globe,-94.715195,44.911694
3034121,27-021261,2010-WTE-10522-OE,27559,57375,MN,Meeker County,27093,"Adams Wind Generations, LLC",2011,12,19.8,Alstom,ECO 86,1670,80,85.5,5741.46,122.8,0,NA,3,3,2/8/2019,Digital Globe,-94.71479,44.916992
3034124,27-020972,2010-WTE-10525-OE,29347,57375,MN,Meeker County,27093,"Adams Wind Generations, LLC",2011,12,19.8,Alstom,ECO 86,1670,80,85.5,5741.46,122.8,0,NA,3,3,2/8/2019,Digital Globe,-94.732491,44.912594
3034122,27-021260,2010-WTE-10523-OE,27558,57375,MN,Meeker County,27093,"Adams Wind Generations, LLC",2011,12,19.8,Alstom,ECO 86,1670,80,85.5,5741.46,122.8,0,NA,3,3,2/8/2019,Digital Globe,-94.710396,44.916992
3034123,27-020969,2010-WTE-10524-OE,29345,57375,MN,Meeker County,27093,"Adams Wind Generations, LLC",2011,12,19.8,Alstom,ECO 86,1670,80,85.5,5741.46,122.8,0,NA,3,3,2/8/2019,Digital Globe,-94.735695,44.912594
3034127,27-021263,2010-WTE-10528-OE,27561,57375,MN,Meeker County,27093,"Adams Wind Generations, LLC",2011,12,19.8,Alstom,ECO 86,1670,80,85.5,5741.46,122.8,0,NA,3,3,2/8/2019,Digital Globe,-94.711288,44.911694
3046404,27-021660,2013-WTE-6008-OE,29405,57375,MN,Meeker County,27093,"Adams Wind Generations, LLC",2011,12,19.8,Alstom,ECO 86,1670,80,85.5,5741.46,122.8,0,NA,3,3,2/8/2019,Digital Globe,-94.735695,44.916992
3034120,27-020973,2010-WTE-10521-OE,29348,57375,MN,Meeker County,27093,"Adams Wind Generations, LLC",2011,12,19.8,Alstom,ECO 86,1670,80,85.5,5741.46,122.8,0,NA,3,3,2/8/2019,Digital Globe,-94.718994,44.916691
3034117,27-020981,2010-WTE-10518-OE,29350,57375,MN,Meeker County,27093,"Adams Wind Generations, LLC",2011,12,19.8,Alstom,ECO 86,1670,80,85.5,5741.46,122.8,0,NA,3,3,2/8/2019,Digital Globe,-94.731689,44.916992
3034119,27-020984,2010-WTE-10520-OE,29349,57375,MN,Meeker County,27093,"Adams Wind Generations, LLC",2011,12,19.8,Alstom,ECO 86,1670,80,85.5,5741.46,122.8,0,NA,3,3,2/8/2019,Digital Globe,-94.72319,44.916992
3034118,27-020985,2010-WTE-10519-OE,29351,57375,MN,Meeker County,27093,"Adams Wind Generations, LLC",2011,12,19.8,Alstom,ECO 86,1670,80,85.5,5741.46,122.8,0,NA,3,3,2/8/2019,Digital Globe,-94.727394,44.916992
3011790,27-001952,2000-AGL-6237-OE,29382,55576,MN,Clay County,27027,Agassiz Beach,2001,3,1.98,Vestas,V47-0.66,660,65,47,1734.94,88.4,0,NA,3,3,4/21/2017,Digital Globe,-96.435493,47.005192
3011791,27-001950,2000-AGL-6239-OE,29381,55576,MN,Clay County,27027,Agassiz Beach,2001,3,1.98,Vestas,V47-0.66,660,65,47,1734.94,88.4,0,NA,3,3,4/21/2017,Digital Globe,-96.435493,46.999592
3074568,27-001951,2000-AGL-6238-OE,29383,55576,MN,Clay County,27027,Agassiz Beach,2001,3,1.98,Vestas,V47-0.66,660,65,47,1734.94,88.4,0,NA,3,3,5/25/2018,Digital Globe,-96.427513,47.005146
3015821,27-002764,2005-AGL-4514-OE,28468,NA,MN,Nobles County,27105,Arnold Wind Farm,2005,1,1.65,Vestas,V82-1.65,1650,70,82,5281.02,110.9,0,NA,3,3,10/19/2017,Digital Globe,-95.844292,43.752693
3031093,27-020695,2009-WTE-5877-OE,28435,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.494492,43.742092
3031176,27-020619,2009-WTE-6332-OE,28393,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.436394,43.731293
3031145,27-020634,2009-WTE-5942-OE,28454,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.465996,43.749992
3031131,27-020640,2009-WTE-5924-OE,28372,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.474991,43.727592
3031135,27-021004,2009-WTE-5929-OE,28627,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.509193,43.783092
3031073,27-020651,2009-WTE-5856-OE,28533,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.473595,43.763592
3031120,27-021014,2009-WTE-5911-OE,28638,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.495590000000007,43.78569
3031158,27-021003,2009-WTE-5962-OE,28653,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.492195,43.787491
3031173,27-020622,2009-WTE-6329-OE,28399,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.45269,43.733891
3031126,27-020645,2009-WTE-5918-OE,28398,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.438889,43.733791
3031072,27-021009,2009-WTE-5855-OE,28594,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.500389,43.778591
3031110,27-020654,2009-WTE-5898-OE,28448,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.446594,43.748291
3031136,27-021008,2009-WTE-5930-OE,28645,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.503693,43.786694
3031172,27-020623,2009-WTE-6328-OE,28416,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.453392,43.738293
3031144,27-020635,2009-WTE-5941-OE,28481,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.467995,43.754494
3031065,27-020671,2009-WTE-5848-OE,28586,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.480194,43.773491
3031167,27-021321,2009-WTE-6323-OE,27614,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.469391,43.792992
3031149,27-021017,2009-WTE-5947-OE,28545,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.479492,43.76659
3031078,27-021016,2009-WTE-5861-OE,28585,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.410194,43.772694
3031175,27-020620,2009-WTE-6331-OE,28374,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.479889,43.727894
3031124,27-020647,2009-WTE-5916-OE,28432,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.438789,43.74139
3031076,27-020681,2009-WTE-5859-OE,28524,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.445992,43.761494
3031142,27-020637,2009-WTE-5939-OE,28514,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.44149,43.759491
3031101,27-020753,2009-WTE-5885-OE,28390,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.471794,43.730392
3031105,27-021079,2009-WTE-5890-OE,28551,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.46949,43.768192
3031063,27-020674,2009-WTE-5846-OE,28531,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.494095,43.763092
3031055,27-021019,2009-WTE-5832-OE,28661,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.472191,43.790394
3031067,27-020650,2009-WTE-5850-OE,28522,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.482094,43.761192
3031103,27-020755,2009-WTE-5888-OE,28388,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.445389,43.729393
3031075,27-020680,2009-WTE-5858-OE,28534,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.442993,43.763691
3031137,27-021010,2009-WTE-5932-OE,28658,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.506889,43.788692
3031118,27-020662,2009-WTE-5907-OE,28459,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.431091,43.750294
3031062,27-020669,2009-WTE-5845-OE,28591,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.418594,43.77729
3031157,27-021015,2009-WTE-5961-OE,28680,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.449593,43.79549
3031128,27-020643,2009-WTE-5921-OE,28371,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.465591,43.727192
3031148,27-021012,2009-WTE-5946-OE,28566,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.481789,43.770191
3031170,27-020961,2009-WTE-6326-OE,28643,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.449394,43.786591
3031123,27-020648,2009-WTE-5915-OE,28389,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.463692,43.73019
3031125,27-020646,2009-WTE-5917-OE,28437,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.434494,43.742691
3031057,27-020667,2009-WTE-5834-OE,28666,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.456696,43.792892
3031132,27-020639,2009-WTE-5925-OE,28397,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.480591,43.732792
3031108,27-020673,2009-WTE-5895-OE,28677,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.437393,43.79409
3031147,27-020632,2009-WTE-5945-OE,28455,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.485893,43.749992
3031179,27-020617,2009-WTE-6335-OE,28554,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.461395,43.769493
3031100,27-020752,2009-WTE-5884-OE,28391,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.468796,43.730392
3031177,27-021323,2009-WTE-6333-OE,27616,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.499092,43.784191
3031085,27-020687,2009-WTE-5868-OE,28469,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.458794,43.753094
3031150,27-020631,2009-WTE-5948-OE,28453,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.460991,43.749992
3031094,27-020746,2009-WTE-5878-OE,28412,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.490089,43.736992
3031109,27-020653,2009-WTE-5897-OE,28477,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.449188,43.75399
3031066,27-020672,2009-WTE-5849-OE,28555,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.485489,43.769592
3031086,27-020688,2009-WTE-5870-OE,28461,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.451294,43.750492
3031098,27-020750,2009-WTE-5882-OE,28440,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.442589,43.744694
3031096,27-020748,2009-WTE-5880-OE,28396,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.495392,43.732193
3031178,27-020618,2009-WTE-6334-OE,28405,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.442589,43.735691
3031091,27-020693,2009-WTE-5875-OE,28447,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.433693,43.748291
3031079,27-020682,2009-WTE-5862-OE,28480,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.494194,43.754494
3031058,27-020963,2009-WTE-5838-OE,28635,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.471893,43.785294
3031069,27-020676,2009-WTE-5852-OE,28538,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.450691,43.76469
3031090,27-020692,2009-WTE-5874-OE,28475,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.445389,43.75399
3031089,27-020691,2009-WTE-5873-OE,28476,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.442291,43.75399
3031130,27-020641,2009-WTE-5923-OE,28444,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.426895,43.74699
3031092,27-020694,2009-WTE-5876-OE,28443,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.438889,43.746693
3031106,27-020783,2009-WTE-5891-OE,28552,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.465492,43.768192
3031182,27-020614,2009-WTE-6338-OE,28404,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.446091,43.735691
3031088,27-020690,2009-WTE-5872-OE,28445,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.458191,43.747791
3031102,27-020754,2009-WTE-5887-OE,28369,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.468491,43.72599
3031061,27-020668,2009-WTE-5844-OE,28596,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.414894,43.779091
3031174,27-020621,2009-WTE-6330-OE,28392,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.431992,43.731293
3031077,27-021011,2009-WTE-5860-OE,28587,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.416794,43.773792
3031129,27-020642,2009-WTE-5922-OE,28442,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.452194,43.746593
3031116,27-020660,2009-WTE-5905-OE,28400,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.476089,43.734093
3031104,27-020756,2009-WTE-5889-OE,28357,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.495995,43.719994
3031155,27-020626,2009-WTE-5957-OE,28525,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.463089,43.761692
3031114,27-020658,2009-WTE-5903-OE,28529,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.478195,43.762691
3031138,27-020965,2009-WTE-5935-OE,28621,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.457291,43.782494
3031143,27-020636,2009-WTE-5940-OE,28499,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.444191,43.757793
3031070,27-020677,2009-WTE-5853-OE,28523,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.452293,43.761292
3031113,27-020657,2009-WTE-5901-OE,28394,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.49189,43.731792
3071235,NA,2009-WTE-6327-OE,29407,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,6/7/2016,Digital Globe,-93.438225,43.775841
3031080,27-020683,2009-WTE-5863-OE,28472,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.48999,43.753193
3031081,27-020684,2009-WTE-5864-OE,28449,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.493492,43.749493
3031169,27-020962,2009-WTE-6325-OE,28654,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.443192,43.787991
3031112,27-020656,2009-WTE-5900-OE,28463,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.438995,43.751591
3031074,27-020679,2009-WTE-5857-OE,28550,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.446991,43.767292
3031059,27-021005,2009-WTE-5839-OE,28632,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.474892,43.784092
3031111,27-020655,2009-WTE-5899-OE,28358,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.501495,43.720093
3031151,27-020630,2009-WTE-5949-OE,28431,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.442192,43.740993
3031107,27-021013,2009-WTE-5892-OE,28539,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.440193,43.764793
3031095,27-020747,2009-WTE-5879-OE,28413,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.493889,43.737492
3031166,27-020964,2009-WTE-6322-OE,28636,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.453094,43.785393
3031181,27-020615,2009-WTE-6337-OE,28569,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.458389,43.770893
3031082,27-020652,2009-WTE-5865-OE,28512,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.475891,43.758793
3031117,27-020661,2009-WTE-5906-OE,28415,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.432991,43.737694
3031056,27-020666,2009-WTE-5833-OE,28665,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.452789,43.792892
3031121,27-020664,2009-WTE-5912-OE,28549,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.437492,43.767193
3031159,27-020624,2009-WTE-5963-OE,28450,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.471291,43.749592
3031154,27-020627,2009-WTE-5956-OE,28479,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.452194,43.754391
3031064,27-020670,2009-WTE-5847-OE,28570,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.474991,43.770893
3031156,27-020625,2009-WTE-5960-OE,28613,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.420593,43.780991
3031122,27-020665,2009-WTE-5913-OE,28553,57198,MN,Freeborn County,27047,Bent Tree,2011,122,201.3,Vestas,V82-1.65,1650,80,82,5281.02,121,0,NA,3,3,8/29/2019,Digital Globe,-93.43129,43.768791
